Move Name,Type,Accuracy,Move Category,Effect Chance,PP,Priority,Power,HP Based Damage,Target,Effect Entry
trick,psychic,100,status,-1,10,0,-1,No,selected-pokemon,User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail  this move will fail.  If either Pokémon has multitype or sticky hold  this move will fail.  If this move results in a Pokémon obtaining choice band  choice scarf  or choice specs  and that Pokémon was the latter of the pair to move this turn  then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item  it may select whatever choice move it wishes next turn.  Neither the user nor the target can recover its item with recycle.  This move cannot be selected by assist or metronome.
role-play,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,User's ability is replaced with the target's until the user leaves the field.  Ignores accuracy and evasion modifiers.  If the target has flower gift  forecast  illusion  imposter  multitype  stance change  trace  wonder guard  or zen mode  this move will fail.  This move cannot be copied by mirror move.
wish,normal,-1,status,-1,10,0,-1,No,user,At the end of the next turn  user will be healed for half its max HP.  If the user is switched out  its replacement will be healed instead for half of the user's max HP.  If the user faints or is forcefully switched by roar or whirlwind  this effect will not activate.
assist,normal,-1,status,-1,20,0,-1,No,user,Uses a move from another Pokémon in the user's party  both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves  this move will fail.  This move will not select assist  chatter  circle throw  copycat  counter  covet  destiny bond  detect  dig  dive  dragon tail  endure  feint  fly focus punch  follow me  helping hand  me first  metronome  mimic  mirror coat  mirror move  phantom force protect  quick guard  roar shadow force  sketch  sleep talk  snatch  struggle  switcheroo  thief  trick  whirlwind  or wide guard.  This move cannot be copied by mirror move  nor selected by metronome or sleep talk.
ingrain,grass,-1,status,-1,20,0,-1,No,user,Prevents the user from switching out.  User regains 1/16 of its max HP at the end of every turn.  If the user was immune to ground attacks  it will now take normal damage from them.  roar and whirlwind will not affect the user.  The user cannot use magnet rise.  The user may still use u turn to leave the field.  This effect can be passed with baton pass.
superpower,fighting,100,physical,100,5,0,120,No,selected-pokemon,Inflicts regular damage  then lowers the user's Attack and Defense by one stage each.
magic-coat,psychic,-1,status,-1,15,4,-1,No,user,The first non-damaging move targeting the user this turn that inflicts major status effects  stat changes  or trapping effects will be reflected at its user.  defog  memento  and teeter dance are not reflected.  attract  flatter  gastro acid  leech seed  swagger  worry seed  and yawn are reflected.  This move cannot be copied by mirror move.
recycle,normal,-1,status,-1,10,0,-1,No,user,User recovers the last item consumed by the user or a Pokémon in its position on the field.  The item must be used again before it can be recovered by this move again.  If the user is holding an item  this move fails.  Items taken or given away by covet  knock off  switcheroo  thief  or trick may not be recovered.
revenge,fighting,100,physical,-1,10,-4,60,No,selected-pokemon,Inflicts regular damage.  If the target damaged the user this turn and was the last to do so  this move has double power.  pain split does not count as damaging the user.
brick-break,fighting,100,physical,-1,15,0,75,No,selected-pokemon,Destroys any light screen or reflect on the target's side of the field  then inflicts regular damage.
yawn,normal,-1,status,-1,10,0,-1,No,selected-pokemon,Puts the target to sleep at the end of the next turn.  Ignores accuracy and evasion modifiers.  If the target leaves the field  this effect is canceled.  If the target has a status effect when this move is used  this move will fail.  If the target is protected by safeguard when this move is used  this move will fail.  insomnia and vital spirit prevent the sleep if the target has either at the end of the next turn  but will not cause this move to fail on use.
knock-off,dark,100,physical,-1,20,0,65,No,selected-pokemon,Inflicts regular damage.  Target loses its held item.  Neither the user nor the target can recover its item with recycle.  If the target has multitype or sticky hold  it will take damage but not lose its item.
endeavor,normal,100,physical,-1,5,0,-1,No,selected-pokemon,Inflicts exactly enough damage to lower the target's HP to equal the user's.  If the target's HP is not higher than the user's  this move has no effect.  Type immunity applies  but other type effects are ignored.  This effect counts as damage for moves that respond to damage.
eruption,fire,100,special,-1,5,0,150,No,all-opponents,Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`  to a maximum of 150 when the user has full HP.
skill-swap,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,User and target switch abilities.  Ignores accuracy and evasion modifiers.  If either Pokémon has multitype or wonder guard  this move will fail.
imprison,psychic,-1,status,-1,10,0,-1,No,user,Prevents any Pokémon on the opposing side of the field from using any move the user knows until the user leaves the field.  This effect is live; if the user obtains new moves while on the field  these moves become restricted.  If no opposing Pokémon knows any of the user's moves when this move is used  this move will fail.
refresh,normal,-1,status,-1,20,0,-1,No,user,Removes a burn  paralysis  or poison from the user.
grudge,ghost,-1,status,-1,5,0,-1,No,user,If the user faints before it next acts  the move that fainted it will have its PP dropped to 0.  End-of-turn damage does not trigger this effect.
snatch,dark,-1,status,-1,10,4,-1,No,user,The next time a Pokémon uses a beneficial move on itself or itself and its ally this turn  the user of this move will steal the move and use it itself.  Moves which may be stolen by this move are identified by the "snatchable" flag.  If two Pokémon use this move on the same turn  the faster Pokémon will steal the first beneficial move  and the slower Pokémon will then steal it again—thus  only the slowest Pokémon using this move ultimately gains a stolen move's effect.  If the user steals psych up  it will target the Pokémon that used psych up.  If the user was the original target of psych up  and the Pokémon that originally used it's affected by pressure  it will only lose 1 PP.  This move cannot be copied by mirror move  nor selected by assist or metronome.
secret-power,normal,100,physical,30,20,0,70,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to inflict an effect chosen according to the terrain.  Terrain        | Effect -------------- | ------------------------------------------------------------- Building       | Paralyzes target Cave           | Makes target flinch Deep water     | Lowers target's Attack by one stage Desert         | Lowers target's accuracy by one stage Grass          | Puts target to sleep Mountain       | Makes target flinch Road           | Lowers target's accuracy by one stage Shallow water  | Lowers target's Attack by one stage Snow           | Freezes target Tall grass     | Puts target to sleep  In Pokémon Battle Revolution:  Terrain        | Effect -------------- | ------------------------------------------------------------- Courtyard      | Paralyzes target Crystal        | Makes target flinch Gateway        | Lowers target's Attack by one stage Magma          | Makes target flinch Main Street    | Paralyzes target Neon           | Paralyzes target Stargazer      | Makes target flinch Sunny Park     | Puts target to sleep Sunset         | Lowers target's accuracy by one stage Waterfall      | Puts target to sleep 
dive,water,100,physical,-1,10,0,80,No,selected-pokemon,Inflicts regular damage.  User dives underwater for one turn  becoming immune to attack  and hits on the second turn.  During the immune turn  surf  and whirlpool still hit the user normally  and their power is doubled if appropriate.  The user may be hit during its immune turn if under the effect of lock on  mind reader  or no guard.  This move cannot be selected by sleep talk.
arm-thrust,fighting,100,physical,-1,20,0,15,No,selected-pokemon,Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.
camouflage,normal,-1,status,-1,20,0,-1,No,user,User's type changes according to the terrain.  Terrain        | New type -------------- | -------------- Building       | normal Cave           | rock Desert         | ground Grass          | grass Mountain       | rock Ocean          | water Pond           | water Road           | ground Snow           | ice Tall grass     | grass  In Pokémon Battle Revolution:  Terrain        | New type -------------- | -------------- Courtyard      | normal Crystal        | rock Gateway        | water Magma          | rock Main Street    | normal Neon           | normal Stargazer      | rock Sunny Park     | grass Sunset         | ground Waterfall      | grass 
tail-glow,bug,-1,status,-1,20,0,-1,No,user,Raises the user's Special Attack by three stages.
luster-purge,psychic,100,special,50,5,0,95,No,selected-pokemon,Inflicts regular damage.  Has a 50% chance to lower the target's Special Defense by one stage.
mist-ball,psychic,100,special,50,5,0,95,No,selected-pokemon,Inflicts regular damage.  Has a 50% chance to lower the target's Special Attack by one stage.
feather-dance,flying,100,status,-1,15,0,-1,No,selected-pokemon,Lowers the target's Attack by two stages.
teeter-dance,normal,100,status,-1,20,0,-1,No,all-other-pokemon,Confuses all targets.
blaze-kick,fire,90,physical,10,10,0,85,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to burn the target.
mud-sport,ground,-1,status,-1,15,0,-1,No,entire-field,electric moves inflict half damage  regardless of target.  If the user leaves the field  this effect ends.
ice-ball,ice,90,physical,-1,20,0,30,No,selected-pokemon,Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x  and resets to normal after the lock-in ends.  If this move misses or becomes unusable  the lock-in ends.  If the user has used defense curl since entering the field  this move has double power.
needle-arm,grass,100,physical,30,15,0,60,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.
slack-off,normal,-1,status,-1,5,0,-1,No,user,Heals the user for half its max HP.
hyper-voice,normal,100,special,-1,10,0,90,No,all-opponents,Inflicts regular damage.
poison-fang,poison,100,physical,50,15,0,50,No,selected-pokemon,Inflicts regular damage.  Has a 50% chance to badly poison the target.
crush-claw,normal,95,physical,50,10,0,75,No,selected-pokemon,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.
blast-burn,fire,90,special,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
hydro-cannon,water,90,special,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
meteor-mash,steel,90,physical,20,10,0,90,No,selected-pokemon,Inflicts regular damage. Has a 20% chance to raise the user's Attack one stage.
astonish,ghost,100,physical,30,15,0,30,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.
weather-ball,normal,100,special,-1,10,0,50,No,selected-pokemon,Inflicts regular damage.  If a weather move is active  this move has double power  and its type becomes the type of the weather move.  shadow sky is typeless for the purposes of this move.
aromatherapy,grass,-1,status,-1,5,0,-1,No,user-and-allies,Removes major status effects and confusion from every Pokémon in the user's party.
fake-tears,dark,100,status,-1,20,0,-1,No,selected-pokemon,Lowers the target's Special Defense by two stages.
air-cutter,flying,95,special,-1,25,0,60,No,all-opponents,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
overheat,fire,90,special,100,5,0,130,No,selected-pokemon,Inflicts regular damage  then lowers the user's Special Attack by two stages.
odor-sleuth,normal,-1,status,-1,40,0,-1,No,selected-pokemon,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.
rock-tomb,rock,95,physical,100,15,0,60,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
silver-wind,bug,100,special,10,5,0,60,No,selected-pokemon,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.
metal-sound,steel,85,status,-1,40,0,-1,No,selected-pokemon,Lowers the target's Special Defense by two stages.
grass-whistle,grass,55,status,-1,15,0,-1,No,selected-pokemon,Puts the target to sleep.
tickle,normal,100,status,-1,20,0,-1,No,selected-pokemon,Lowers the target's Attack and Defense by one stage.
cosmic-power,psychic,-1,status,-1,20,0,-1,No,user,Raises the user's Defense and Special Defense by one stage.
water-spout,water,100,special,-1,5,0,150,Yes,all-opponents,Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`  to a maximum of 150 when the user has full HP.
signal-beam,bug,100,special,10,15,0,75,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to confuse the target.
shadow-punch,ghost,-1,physical,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
extrasensory,psychic,100,special,10,20,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to make the target flinch.
sky-uppercut,fighting,90,physical,-1,15,0,85,No,selected-pokemon,Inflicts regular damage.  This move can hit Pokémon under the effect of bounce  fly  or sky drop.
sand-tomb,ground,85,physical,100,15,0,35,No,selected-pokemon,Inflicts regular damage.  For the next 2–5 turns  the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field  this effect ends.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.
sheer-cold,ice,30,special,-1,5,0,-1,No,selected-pokemon,Inflicts damage equal to the target's max HP.  Ignores accuracy and evasion modifiers.  This move's accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target  this move will fail.  Because this move inflicts a specific and finite amount of damage  endure still prevents the target from fainting.  The effects of lock on  mind reader  and no guard still apply  as long as the user is equal or higher level than the target.  However  they will not give this move a chance to break through detect or protect.
muddy-water,water,85,special,30,10,0,90,No,all-opponents,Inflicts regular damage.  Has a 30% chance to lower the target's accuracy by one stage.
bullet-seed,grass,100,physical,-1,30,0,25,No,selected-pokemon,Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.
aerial-ace,flying,-1,physical,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
icicle-spear,ice,100,physical,-1,30,0,25,No,selected-pokemon,Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.
iron-defense,steel,-1,status,-1,15,0,-1,No,user,Raises the user's Defense by two stages.
block,normal,-1,status,-1,5,0,-1,No,selected-pokemon,The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.  The target may still escape by using baton pass  u turn  or a shed shell.  Both the user and the target pass on this effect with baton pass.
howl,normal,-1,status,-1,40,0,-1,No,user-and-allies,Raises the user's Attack by one stage.
dragon-claw,dragon,100,physical,-1,15,0,80,No,selected-pokemon,Inflicts regular damage.
frenzy-plant,grass,90,special,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
bulk-up,fighting,-1,status,-1,20,0,-1,No,user,Raises the user's Attack and Defense by one stage each.
bounce,flying,85,physical,30,5,0,85,No,selected-pokemon,Inflicts regular damage.  User bounces high into the air for one turn  becoming immune to attack  and hits on the second turn.  Has a 30% chance to paralyze the target.  During the immune turn  gust  hurricane  sky uppercut  smack down  thunder  and twister still hit the user normally.  gust and twister also have double power against the user.  The damage from hail and sandstorm still applies during the immune turn.  The user may be hit during its immune turn if under the effect of lock on  mind reader  or no guard.  This move cannot be used while gravity is in effect.  This move cannot be selected by sleep talk.
mud-shot,ground,95,special,100,15,0,55,No,selected-pokemon,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
poison-tail,poison,100,physical,10,25,0,50,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.
covet,normal,100,physical,-1,25,0,60,No,selected-pokemon,Inflicts regular damage.  If the target is holding an item and the user is not  the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.  Pokémon with sticky hold or multitype are immune to the item theft effect.  The target cannot recover its item with recycle.  This move cannot be selected by assist or metronome.
volt-tackle,electric,100,physical,10,15,0,120,No,selected-pokemon,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to paralyze the target.
magical-leaf,grass,-1,special,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
water-sport,water,-1,status,-1,15,0,-1,No,entire-field,fire moves inflict half damage  regardless of target.  If the user leaves the field  this effect ends.
calm-mind,psychic,-1,status,-1,20,0,-1,No,user,Raises the user's Special Attack and Special Defense by one stage each.
leaf-blade,grass,100,physical,-1,15,0,90,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
dragon-dance,dragon,-1,status,-1,20,0,-1,No,user,Raises the user's Attack and Speed by one stage each.
rock-blast,rock,90,physical,-1,10,0,25,No,selected-pokemon,Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times  and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.
shock-wave,electric,-1,special,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
water-pulse,water,100,special,20,20,0,60,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to confuse the target.
doom-desire,steel,100,special,-1,5,0,140,No,selected-pokemon,Inflicts typeless regular damage at the end of the third turn  starting with this one.  This move cannot score a critical hit.  If the target switches out  its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won't change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.  This effect breaks through wonder guard.  If the target is protected by protect or detect on the turn this move is used  this move will fail.  However  the damage on the third turn will break through protection.  The damage is applied at the end of the turn  so it ignores endure and focus sash.  This move cannot be copied by mirror move.
psycho-boost,psychic,90,special,100,5,0,140,No,selected-pokemon,Inflicts regular damage  then lowers the user's Special Attack by two stages.
roost,flying,-1,status,-1,5,0,-1,No,user,Heals the user for half its max HP.  If the user is flying  its flying type is ignored until the end of this turn.
gravity,psychic,-1,status,-1,5,0,-1,No,entire-field,For five turns (including this one)  all immunities to ground moves are disabled.  For the duration of this effect  the evasion of every Pokémon on the field is lowered by two stages.  Cancels the effects of bounce  fly  and sky drop.  Specifically  flying Pokémon and those with levitate or that have used magnet rise are no longer immune to ground attacks  arena trap  spikes  or toxic spikes.  bounce  fly  sky drop  high jump kick  jump kick  and splash cannot be used while this move is in effect.  *Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of sky drop  Sky Drop's effect is not correctly canceled on its target  and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting  the only way to subsequently remove it from the field is to faint it.
miracle-eye,psychic,-1,status,-1,40,0,-1,No,selected-pokemon,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores accuracy and evasion modifiers.
wake-up-slap,fighting,100,physical,-1,10,0,70,No,selected-pokemon,Inflicts regular damage.  If the target is sleeping  this move has double power  and the target wakes up.
hammer-arm,fighting,90,physical,100,10,0,100,No,selected-pokemon,Inflicts regular damage  then lowers the user's Speed by one stage.
gyro-ball,steel,100,physical,-1,5,0,-1,No,selected-pokemon,Inflicts regular damage.  Power increases with the target's current Speed compared to the user  given by `1 + 25 * target Speed / user Speed`  capped at 150.
healing-wish,psychic,-1,status,-1,10,0,-1,No,user,User faints.  Its replacement's HP is fully restored  and any major status effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect  the next replacement is healed by this move instead.
brine,water,100,special,-1,10,0,65,No,selected-pokemon,Inflicts regular damage.  If the target has less than half its max HP remaining  this move has double power.
natural-gift,normal,100,physical,-1,15,0,-1,No,selected-pokemon,Inflicts regular damage.  Power and type are determined by the user's held berry.  The berry is consumed.  If the user is not holding a berry  this move will fail.
feint,normal,100,physical,-1,10,2,30,No,selected-pokemon,Inflicts regular damage.  Removes the effects of detect or protect from the target before hitting.  This move cannot be copied by mirror move  nor selected by assist or metronome.
pluck,flying,100,physical,-1,20,0,60,No,selected-pokemon,Inflicts regular damage.  If the target is holding a berry  this move has double power  and the user takes the berry and uses it immediately.  If the target is holding a jaboca berry or rowap berry  the berry is still removed  but has no effect.  If this move is super effective and the target is holding a berry that can reduce this move's damage  it will do so  and will not be stolen.
tailwind,flying,-1,status,-1,15,0,-1,No,users-field,For the next three turns  all Pokémon on the user's side of the field have their original Speed doubled.  This effect remains if the user leaves the field.
acupressure,normal,-1,status,-1,30,0,-1,No,user-or-ally,Raises one of the target's stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible  this move will fail.  If the target has a substitute  this move will have no effect  even if the user is the target.  This move cannot be copied by mirror move.
metal-burst,steel,100,physical,-1,10,0,-1,No,specific-move,Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target  this move will fail.  Type immunity applies  but other type effects are ignored.
u-turn,bug,100,physical,-1,20,0,70,No,selected-pokemon,Inflicts regular damage  then the user immediately switches out  and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack  the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle  it will not switch out.  The user may be hit by pursuit when it switches out  if it has been targeted and pursuit has not yet been used.  This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.
close-combat,fighting,100,physical,100,5,0,120,No,selected-pokemon,Inflicts regular damage  then lowers the user's Defense and Special Defense by one stage each.
payback,dark,100,physical,-1,10,0,50,No,selected-pokemon,Inflicts regular damage.  If the target uses a move or switches out this turn before this move is used  this move has double power.
assurance,dark,100,physical,-1,10,0,60,No,selected-pokemon,Inflicts regular damage.  If the target takes damage this turn for any reason before this move is used  this move has double power.
embargo,dark,100,status,-1,15,0,-1,No,selected-pokemon,Target cannot use its held item for five turns.  If the target leaves the field  this effect ends.  If a Pokémon under this effect uses bug bite or pluck on a Pokémon holding a berry  the berry is destroyed but not used.  If a Pokémon under this effect uses fling  it will fail.  This effect is passed by baton pass.
fling,dark,100,physical,-1,10,0,-1,No,selected-pokemon,Inflicts regular damage.  Power and type are determined by the user's held item.  The item is consumed.  If the user is not holding an item  or its item has no set type and power  this move will fail.  This move ignores sticky hold.  If the user is under the effect of embargo  this move will fail.
psycho-shift,psychic,100,status,-1,10,0,-1,No,selected-pokemon,If the user has a major status effect and the target does not  the user's status is transferred to the target.
trump-card,normal,-1,special,-1,5,0,-1,No,selected-pokemon,Inflicts regular damage.  Power is determined by the PP remaining for this move  after its PP cost is deducted.  Ignores accuracy and evasion modifiers.  PP remaining | Power ------------ | ----: 4 or more    |    40 3            |    50 2            |    60 1            |    80 0            |   200  If this move is activated by another move  the activating move's PP is used to calculate power.
heal-block,psychic,100,status,-1,15,0,-1,No,all-opponents,For the next five turns  the target may not use any moves that only restore HP  and move effects that heal the target are disabled.  Moves that steal HP may still be used  but will only inflict damage and not heal the target.
wring-out,normal,100,special,-1,5,0,-1,No,selected-pokemon,Inflicts regular damage.  Power directly relates to the target's relative remaining HP  given by `1 + 120 * current HP / max HP`  to a maximum of 121.
power-trick,psychic,-1,status,-1,10,0,-1,No,user,The user's original Attack and Defense are swapped.  This effect is passed on by baton pass.
gastro-acid,poison,100,status,-1,10,0,-1,No,selected-pokemon,The target's ability is disabled as long as it remains on the field.  This effect is passed on by baton pass.
lucky-chant,normal,-1,status,-1,30,0,-1,No,users-field,For five turns  opposing Pokémon cannot score critical hits.
me-first,normal,-1,status,-1,20,0,-1,No,selected-pokemon-me-first,If the target has selected a damaging move this turn  the user will copy that move and use it against the target  with a 50% increase in power.  If the target moves before the user  this move will fail.  This move cannot be copied by mirror move  nor selected by assist  metronome  or sleep talk.
copycat,normal,-1,status,-1,20,0,-1,No,user,Uses the last move that was used successfully by any Pokémon  including the user.  This move cannot copy itself  nor roar nor whirlwind.  This move cannot be copied by mirror move  nor selected by assist  metronome  or sleep talk.
power-swap,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,User swaps its Attack and Special Attack stat modifiers modifiers with the target.
guard-swap,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,User swaps its Defense and Special Defense modifiers with the target.
punishment,dark,100,physical,-1,5,0,-1,No,selected-pokemon,Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target's stats has been raised  capping at 200.  Accuracy and evasion modifiers do not increase this move's power.
last-resort,normal,100,physical,-1,5,0,140,No,selected-pokemon,Inflicts regular damage.  This move can only be used if each of the user's other moves has been used at least once since the user entered the field.  If this is the user's only move  this move will fail.
worry-seed,grass,100,status,-1,10,0,-1,No,selected-pokemon,Changes the target's ability to insomnia.  If the target's ability is truant or multitype  this move will fail.
sucker-punch,dark,100,physical,-1,5,1,70,No,selected-pokemon,Inflicts regular damage.  If the target has not selected a damaging move this turn  or if the target has already acted this turn  this move will fail.  This move is not affected by iron fist.
toxic-spikes,poison,-1,status,-1,20,0,-1,No,opponents-field,Scatters poisoned spikes around the opposing field  which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down  in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.  If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes  the spikes are removed.  rapid spin will remove this effect from its user's side of the field.  defog will remove this effect from its target's side of the field.  This move does not trigger synchronize  unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.  Pokémon entering the field due to baton pass are not affected by this effect.
heart-swap,psychic,-1,status,-1,10,0,-1,No,selected-pokemon,User swaps its stat modifiers with the target.
aqua-ring,water,-1,status,-1,20,0,-1,No,user,Restores 1/16 of the user's max HP at the end of each turn.  If the user leaves the field  this effect ends.  This effect is passed on by baton pass.
magnet-rise,electric,-1,status,-1,10,0,-1,No,user,For five turns  the user is immune to ground moves.  If the user is under the effect of ingrain or has levitate  this move will fail.  This effect is temporarily disabled by and cannot be used during gravity.  This effect is passed on by baton pass.
flare-blitz,fire,100,physical,10,15,0,120,No,selected-pokemon,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move  in which case they will thaw.
force-palm,fighting,100,physical,30,10,0,60,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to paralyze the target.
aura-sphere,fighting,-1,special,-1,20,0,80,No,selected-pokemon,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
rock-polish,rock,-1,status,-1,20,0,-1,No,user,Raises the user's Speed by two stages.
poison-jab,poison,100,physical,30,20,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to poison the target.
dark-pulse,dark,100,special,20,15,0,80,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to make the target flinch.
night-slash,dark,100,physical,-1,15,0,70,No,selected-pokemon,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
aqua-tail,water,90,physical,-1,10,0,90,No,selected-pokemon,Inflicts regular damage.
seed-bomb,grass,100,physical,-1,15,0,80,No,selected-pokemon,Inflicts regular damage.
air-slash,flying,95,special,30,15,0,75,No,selected-pokemon,Inflicts regular damage.  Has a 30% chance to make the target flinch.
x-scissor,bug,100,physical,-1,15,0,80,No,selected-pokemon,Inflicts regular damage.
bug-buzz,bug,100,special,10,10,0,90,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.
dragon-pulse,dragon,100,special,-1,10,0,85,No,selected-pokemon,Inflicts regular damage.
dragon-rush,dragon,75,physical,20,10,0,100,No,selected-pokemon,Inflicts regular damage.  Has a 20% chance to make the target flinch.
power-gem,rock,100,special,-1,20,0,80,No,selected-pokemon,Inflicts regular damage.
drain-punch,fighting,100,physical,-1,10,0,75,No,selected-pokemon,Inflicts regular damage.  Drains half the damage inflicted to heal the user.
vacuum-wave,fighting,100,special,-1,30,1,40,No,selected-pokemon,Inflicts regular damage.
focus-blast,fighting,70,special,10,5,0,120,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.
energy-ball,grass,100,special,10,10,0,90,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.
brave-bird,flying,100,physical,-1,15,0,120,No,selected-pokemon,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.
earth-power,ground,100,special,10,10,0,90,No,selected-pokemon,Inflicts regular damage.  Has a 10% chance to lower the target's Special Defense by one stage.
switcheroo,dark,100,status,-1,10,0,-1,No,selected-pokemon,User and target permanently swap held items.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail  this move will fail.  If either Pokémon has multitype or sticky hold  this move will fail.  If this move results in a Pokémon obtaining choice band  choice scarf  or choice specs  and that Pokémon was the latter of the pair to move this turn  then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item  it may select whatever choice move it wishes next turn.  Neither the user nor the target can recover its item with recycle.  This move cannot be selected by assist or metronome.
giga-impact,normal,90,physical,-1,5,0,150,No,selected-pokemon,Inflicts regular damage.  User loses its next turn to "recharge"  and cannot attack or switch out during that turn.
